Season,Location,Item Purchased,sales_count,total_revenue,avg_revenue,rank_in_season_region,sales_share_in_season_region_%
Fall,Ohio,Shoes,2,137,68.5,2.0,8.7
Fall,Ohio,Skirt,2,105,52.5,2.0,8.7
Fall,Ohio,Socks,2,91,45.5,2.0,8.7
Fall,Ohio,Boots,1,75,75.0,3.0,4.35
Fall,Ohio,Coat,1,25,25.0,3.0,4.35
Fall,Ohio,Gloves,1,72,72.0,3.0,4.35
Fall,Ohio,Hat,1,68,68.0,3.0,4.35
Fall,Ohio,Jacket,1,89,89.0,3.0,4.35
Fall,Ohio,Jewelry,1,77,77.0,3.0,4.35
Fall,Ohio,Sweater,1,54,54.0,3.0,4.35
Fall,Ohio,T-shirt,1,89,89.0,3.0,4.35
Fall,Oklahoma,Boots,3,166,55.333333333333336,1.0,16.67
Fall,Oklahoma,Jacket,2,79,39.5,2.0,11.11
Fall,Oklahoma,Socks,2,96,48.0,2.0,11.11
Fall,Oklahoma,Backpack,1,55,55.0,3.0,5.56
Fall,Oklahoma,Coat,1,86,86.0,3.0,5.56
Fall,Oklahoma,Dress,1,98,98.0,3.0,5.56
Fall,Oklahoma,Handbag,1,68,68.0,3.0,5.56
Fall,Oklahoma,Hat,1,95,95.0,3.0,5.56
Fall,Oklahoma,Hoodie,1,73,73.0,3.0,5.56
Fall,Oklahoma,Jeans,1,93,93.0,3.0,5.56
Fall,Oklahoma,Scarf,1,31,31.0,3.0,5.56
Fall,Oklahoma,Shirt,1,89,89.0,3.0,5.56
Fall,Oklahoma,Shorts,1,52,52.0,3.0,5.56
Fall,Oklahoma,T-shirt,1,91,91.0,3.0,5.56
Fall,Oregon,Scarf,3,222,74.0,1.0,18.75
Fall,Oregon,Socks,3,178,59.333333333333336,1.0,18.75
Fall,Oregon,Blouse,2,153,76.5,2.0,12.5
Fall,Oregon,Shirt,2,78,39.0,2.0,12.5
Fall,Oregon,Dress,1,78,78.0,3.0,6.25
Fall,Oregon,Jacket,1,56,56.0,3.0,6.25
Fall,Oregon,Jewelry,1,42,42.0,3.0,6.25
Fall,Oregon,Sandals,1,41,41.0,3.0,6.25
Fall,Oregon,Skirt,1,33,33.0,3.0,6.25
Fall,Oregon,Sunglasses,1,58,58.0,3.0,6.25
Fall,Pennsylvania,Boots,2,157,78.5,1.0,13.33
Fall,Pennsylvania,Coat,2,128,64.0,1.0,13.33
Fall,Pennsylvania,Scarf,2,125,62.5,1.0,13.33
Fall,Pennsylvania,Sneakers,2,133,66.5,1.0,13.33
Fall,Pennsylvania,Gloves,1,62,62.0,2.0,6.67
Fall,Pennsylvania,Jewelry,1,76,76.0,2.0,6.67
Fall,Pennsylvania,Pants,1,54,54.0,2.0,6.67
Fall,Pennsylvania,Shorts,1,95,95.0,2.0,6.67
Fall,Pennsylvania,Skirt,1,93,93.0,2.0,6.67
Fall,Pennsylvania,Sunglasses,1,44,44.0,2.0,6.67
Fall,Pennsylvania,Sweater,1,72,72.0,2.0,6.67
Fall,Rhode Island,Skirt,2,149,74.5,1.0,20.0
Fall,Rhode Island,Backpack,1,89,89.0,2.0,10.0
Fall,Rhode Island,Boots,1,24,24.0,2.0,10.0
Fall,Rhode Island,Dress,1,36,36.0,2.0,10.0
Fall,Rhode Island,Handbag,1,67,67.0,2.0,10.0
Fall,Rhode Island,Hat,1,81,81.0,2.0,10.0
Fall,Rhode Island,Hoodie,1,27,27.0,2.0,10.0
Fall,Rhode Island,Jacket,1,46,46.0,2.0,10.0
Fall,Rhode Island,Sandals,1,92,92.0,2.0,10.0
Fall,South Carolina,Pants,3,169,56.333333333333336,1.0,11.11
Fall,South Carolina,Sweater,3,108,36.0,1.0,11.11
Fall,South Carolina,Belt,2,157,78.5,2.0,7.41
Fall,South Carolina,Boots,2,154,77.0,2.0,7.41
Fall,South Carolina,Coat,2,107,53.5,2.0,7.41
Fall,South Carolina,Hoodie,2,155,77.5,2.0,7.41
Fall,South Carolina,Scarf,2,131,65.5,2.0,7.41
Fall,South Carolina,Shirt,2,117,58.5,2.0,7.41
Fall,South Carolina,Blouse,1,59,59.0,3.0,3.7
Fall,South Carolina,Dress,1,88,88.0,3.0,3.7
Fall,South Carolina,Gloves,1,34,34.0,3.0,3.7
Fall,South Carolina,Hat,1,56,56.0,3.0,3.7
Fall,South Carolina,Jacket,1,100,100.0,3.0,3.7
Fall,South Carolina,Jeans,1,54,54.0,3.0,3.7
Fall,South Carolina,Jewelry,1,30,30.0,3.0,3.7
Fall,South Carolina,Shoes,1,51,51.0,3.0,3.7
Fall,South Carolina,Socks,1,23,23.0,3.0,3.7
Fall,South Dakota,Dress,2,185,92.5,1.0,8.7
Fall,South Dakota,Gloves,2,153,76.5,1.0,8.7
Fall,South Dakota,Pants,2,135,67.5,1.0,8.7
Fall,South Dakota,Scarf,2,136,68.0,1.0,8.7
Fall,South Dakota,Skirt,2,122,61.0,1.0,8.7
Fall,South Dakota,Sneakers,2,120,60.0,1.0,8.7
Fall,South Dakota,Sunglasses,2,145,72.5,1.0,8.7
Fall,South Dakota,Backpack,1,34,34.0,2.0,4.35
Fall,South Dakota,Blouse,1,94,94.0,2.0,4.35
Fall,South Dakota,Boots,1,60,60.0,2.0,4.35
Fall,South Dakota,Hat,1,39,39.0,2.0,4.35
Fall,South Dakota,Jacket,1,70,70.0,2.0,4.35
Fall,South Dakota,Jewelry,1,70,70.0,2.0,4.35
Fall,South Dakota,Sandals,1,81,81.0,2.0,4.35
Fall,South Dakota,Socks,1,21,21.0,2.0,4.35
Fall,South Dakota,T-shirt,1,59,59.0,2.0,4.35
Fall,Tennessee,Skirt,3,179,59.666666666666664,1.0,15.0
Fall,Tennessee,Hat,2,117,58.5,2.0,10.0
Fall,Tennessee,Scarf,2,179,89.5,2.0,10.0
Fall,Tennessee,T-shirt,2,112,56.0,2.0,10.0
Fall,Tennessee,Belt,1,68,68.0,3.0,5.0
Fall,Tennessee,Boots,1,47,47.0,3.0,5.0
Fall,Tennessee,Gloves,1,56,56.0,3.0,5.0
Fall,Tennessee,Jacket,1,88,88.0,3.0,5.0
Fall,Tennessee,Jewelry,1,71,71.0,3.0,5.0
Fall,Tennessee,Pants,1,50,50.0,3.0,5.0
Fall,Tennessee,Shirt,1,70,70.0,3.0,5.0
Fall,Tennessee,Shoes,1,87,87.0,3.0,5.0
Fall,Tennessee,Socks,1,21,21.0,3.0,5.0
Fall,Tennessee,Sunglasses,1,76,76.0,3.0,5.0
Fall,Tennessee,Sweater,1,96,96.0,3.0,5.0
Fall,Texas,Handbag,3,138,46.0,1.0,11.54
Fall,Texas,Hat,3,238,79.33333333333333,1.0,11.54
Fall,Texas,Sneakers,3,224,74.66666666666667,1.0,11.54
Fall,Texas,Hoodie,2,114,57.0,2.0,7.69
Fall,Texas,Jacket,2,129,64.5,2.0,7.69
Fall,Texas,Sunglasses,2,157,78.5,2.0,7.69
Fall,Texas,T-shirt,2,167,83.5,2.0,7.69
Fall,Texas,Blouse,1,97,97.0,3.0,3.85
Fall,Texas,Dress,1,27,27.0,3.0,3.85
Fall,Texas,Gloves,1,63,63.0,3.0,3.85
Fall,Texas,Jeans,1,71,71.0,3.0,3.85
Fall,Texas,Pants,1,97,97.0,3.0,3.85
Fall,Texas,Scarf,1,45,45.0,3.0,3.85
Fall,Texas,Shirt,1,45,45.0,3.0,3.85
Fall,Texas,Shoes,1,37,37.0,3.0,3.85
Fall,Texas,Sweater,1,83,83.0,3.0,3.85
Fall,Utah,Shorts,5,301,60.2,1.0,20.83
Fall,Utah,Blouse,2,137,68.5,2.0,8.33
Fall,Utah,Hat,2,166,83.0,2.0,8.33
Fall,Utah,Jacket,2,83,41.5,2.0,8.33
Fall,Utah,Pants,2,161,80.5,2.0,8.33
Fall,Utah,Socks,2,79,39.5,2.0,8.33
Fall,Utah,Belt,1,42,42.0,3.0,4.17
Fall,Utah,Boots,1,96,96.0,3.0,4.17
Fall,Utah,Gloves,1,37,37.0,3.0,4.17
Fall,Utah,Handbag,1,100,100.0,3.0,4.17
Fall,Utah,Jeans,1,70,70.0,3.0,4.17
Fall,Utah,Scarf,1,88,88.0,3.0,4.17
Fall,Utah,Sneakers,1,47,47.0,3.0,4.17
Fall,Utah,Sunglasses,1,54,54.0,3.0,4.17
Fall,Utah,Sweater,1,59,59.0,3.0,4.17
Fall,Vermont,Jacket,2,103,51.5,1.0,9.09
Fall,Vermont,Pants,2,83,41.5,1.0,9.09
Fall,Vermont,Shorts,2,140,70.0,1.0,9.09
Fall,Vermont,Sneakers,2,166,83.0,1.0,9.09
Fall,Vermont,Sweater,2,62,31.0,1.0,9.09
Fall,Vermont,Belt,1,62,62.0,2.0,4.55
Fall,Vermont,Gloves,1,24,24.0,2.0,4.55
Fall,Vermont,Handbag,1,65,65.0,2.0,4.55
Fall,Vermont,Hat,1,68,68.0,2.0,4.55
Fall,Vermont,Jeans,1,58,58.0,2.0,4.55
Fall,Vermont,Jewelry,1,34,34.0,2.0,4.55
Fall,Vermont,Sandals,1,51,51.0,2.0,4.55
Fall,Vermont,Shirt,1,53,53.0,2.0,4.55
Fall,Vermont,Shoes,1,65,65.0,2.0,4.55
Fall,Vermont,Skirt,1,87,87.0,2.0,4.55
Fall,Vermont,Socks,1,43,43.0,2.0,4.55
Fall,Vermont,Sunglasses,1,48,48.0,2.0,4.55
Fall,Virginia,Jacket,2,96,48.0,1.0,15.38
Fall,Virginia,Shoes,2,130,65.0,1.0,15.38
Fall,Virginia,Sunglasses,2,75,37.5,1.0,15.38
Fall,Virginia,Backpack,1,63,63.0,2.0,7.69
Fall,Virginia,Boots,1,35,35.0,2.0,7.69
Fall,Virginia,Gloves,1,46,46.0,2.0,7.69
Fall,Virginia,Handbag,1,84,84.0,2.0,7.69
Fall,Virginia,Jeans,1,41,41.0,2.0,7.69
Fall,Virginia,Skirt,1,39,39.0,2.0,7.69
Fall,Virginia,T-shirt,1,36,36.0,2.0,7.69
Fall,Washington,Jeans,2,158,79.0,1.0,16.67
Fall,Washington,Socks,2,138,69.0,1.0,16.67
Fall,Washington,Blouse,1,42,42.0,2.0,8.33
Fall,Washington,Dress,1,60,60.0,2.0,8.33
Fall,Washington,Gloves,1,88,88.0,2.0,8.33
Fall,Washington,Hat,1,48,48.0,2.0,8.33
Fall,Washington,Jewelry,1,69,69.0,2.0,8.33
Fall,Washington,Pants,1,45,45.0,2.0,8.33
Fall,Washington,Shirt,1,94,94.0,2.0,8.33
Fall,Washington,T-shirt,1,31,31.0,2.0,8.33
Fall,West Virginia,Hoodie,4,275,68.75,1.0,19.05
Fall,West Virginia,Sandals,3,135,45.0,2.0,14.29
Fall,West Virginia,Shorts,3,222,74.0,2.0,14.29
Fall,West Virginia,Sunglasses,3,195,65.0,2.0,14.29
Fall,West Virginia,Handbag,2,132,66.0,3.0,9.52
Fall,West Virginia,Belt,1,82,82.0,4.0,4.76
Fall,West Virginia,Blouse,1,82,82.0,4.0,4.76
Fall,West Virginia,Hat,1,98,98.0,4.0,4.76
Fall,West Virginia,Scarf,1,65,65.0,4.0,4.76
Fall,West Virginia,Shirt,1,87,87.0,4.0,4.76
Fall,West Virginia,Sweater,1,82,82.0,4.0,4.76
Fall,Wisconsin,Blouse,4,323,80.75,1.0,18.18
Fall,Wisconsin,Hat,2,163,81.5,2.0,9.09
Fall,Wisconsin,Jeans,2,109,54.5,2.0,9.09
Fall,Wisconsin,Shoes,2,181,90.5,2.0,9.09
Fall,Wisconsin,Belt,1,63,63.0,3.0,4.55
Fall,Wisconsin,Boots,1,72,72.0,3.0,4.55
Fall,Wisconsin,Dress,1,41,41.0,3.0,4.55
Fall,Wisconsin,Handbag,1,24,24.0,3.0,4.55
Fall,Wisconsin,Pants,1,21,21.0,3.0,4.55
Fall,Wisconsin,Scarf,1,37,37.0,3.0,4.55
Fall,Wisconsin,Shorts,1,63,63.0,3.0,4.55
Fall,Wisconsin,Skirt,1,79,79.0,3.0,4.55
Fall,Wisconsin,Sneakers,1,52,52.0,3.0,4.55
Fall,Wisconsin,Socks,1,55,55.0,3.0,4.55
Fall,Wisconsin,Sunglasses,1,37,37.0,3.0,4.55
Fall,Wisconsin,Sweater,1,44,44.0,3.0,4.55
Fall,Wyoming,Shirt,3,179,59.666666666666664,1.0,15.0
Fall,Wyoming,Backpack,2,166,83.0,2.0,10.0
Fall,Wyoming,Belt,2,93,46.5,2.0,10.0
Fall,Wyoming,Hat,2,106,53.0,2.0,10.0
Fall,Wyoming,Blouse,1,35,35.0,3.0,5.0
Fall,Wyoming,Coat,1,76,76.0,3.0,5.0
Fall,Wyoming,Dress,1,48,48.0,3.0,5.0
Fall,Wyoming,Gloves,1,90,90.0,3.0,5.0
Fall,Wyoming,Hoodie,1,70,70.0,3.0,5.0
Fall,Wyoming,Jeans,1,48,48.0,3.0,5.0
Fall,Wyoming,Scarf,1,62,62.0,3.0,5.0
Fall,Wyoming,Shorts,1,76,76.0,3.0,5.0
Fall,Wyoming,Sneakers,1,84,84.0,3.0,5.0
Fall,Wyoming,Sweater,1,27,27.0,3.0,5.0
Fall,Wyoming,T-shirt,1,47,47.0,3.0,5.0
Spring,Alabama,Coat,3,165,55.0,1.0,12.5
Spring,Alabama,Shoes,2,92,46.0,2.0,8.33
Spring,Alabama,Sneakers,2,159,79.5,2.0,8.33
Spring,Alabama,T-shirt,2,105,52.5,2.0,8.33
Spring,Alabama,Belt,1,24,24.0,3.0,4.17
Spring,Alabama,Blouse,1,48,48.0,3.0,4.17
Spring,Alabama,Boots,1,39,39.0,3.0,4.17
Spring,Alabama,Dress,1,46,46.0,3.0,4.17
Spring,Alabama,Gloves,1,74,74.0,3.0,4.17
Spring,Alabama,Jacket,1,45,45.0,3.0,4.17
Spring,Alabama,Jewelry,1,80,80.0,3.0,4.17
Spring,Alabama,Pants,1,23,23.0,3.0,4.17
Spring,Alabama,Sandals,1,53,53.0,3.0,4.17
Spring,Alabama,Scarf,1,64,64.0,3.0,4.17
Spring,Alabama,Shirt,1,60,60.0,3.0,4.17
Spring,Alabama,Shorts,1,30,30.0,3.0,4.17
Spring,Alabama,Skirt,1,98,98.0,3.0,4.17
Spring,Alabama,Sunglasses,1,36,36.0,3.0,4.17
Spring,Alabama,Sweater,1,56,56.0,3.0,4.17
Spring,Alaska,Belt,3,268,89.33333333333333,1.0,11.11
Spring,Alaska,Socks,3,222,74.0,1.0,11.11
Spring,Alaska,Blouse,2,97,48.5,2.0,7.41
Spring,Alaska,Jeans,2,143,71.5,2.0,7.41
Spring,Alaska,Jewelry,2,137,68.5,2.0,7.41
Spring,Alaska,Shirt,2,125,62.5,2.0,7.41
Spring,Alaska,Shoes,2,160,80.0,2.0,7.41
Spring,Alaska,Shorts,2,133,66.5,2.0,7.41
Spring,Alaska,Backpack,1,88,88.0,3.0,3.7
Spring,Alaska,Dress,1,65,65.0,3.0,3.7
Spring,Alaska,Hat,1,37,37.0,3.0,3.7
Spring,Alaska,Hoodie,1,60,60.0,3.0,3.7
Spring,Alaska,Sandals,1,66,66.0,3.0,3.7
Spring,Alaska,Scarf,1,39,39.0,3.0,3.7
Spring,Alaska,Skirt,1,84,84.0,3.0,3.7
Spring,Alaska,Sneakers,1,25,25.0,3.0,3.7
Spring,Alaska,T-shirt,1,99,99.0,3.0,3.7
Spring,Arizona,Coat,2,96,48.0,1.0,12.5
Spring,Arizona,Sandals,2,127,63.5,1.0,12.5
Spring,Arizona,Sweater,2,122,61.0,1.0,12.5
Spring,Arizona,Backpack,1,61,61.0,2.0,6.25
Spring,Arizona,Blouse,1,34,34.0,2.0,6.25
Spring,Arizona,Handbag,1,32,32.0,2.0,6.25
Spring,Arizona,Jewelry,1,81,81.0,2.0,6.25
Spring,Arizona,Pants,1,98,98.0,2.0,6.25
Spring,Arizona,Shirt,1,96,96.0,2.0,6.25
Spring,Arizona,Shoes,1,87,87.0,2.0,6.25
Spring,Arizona,Shorts,1,62,62.0,2.0,6.25
Spring,Arizona,Sneakers,1,57,57.0,2.0,6.25
Spring,Arizona,T-shirt,1,62,62.0,2.0,6.25
Spring,Arkansas,Dress,3,180,60.0,1.0,12.5
Spring,Arkansas,Gloves,3,229,76.33333333333333,1.0,12.5
Spring,Arkansas,Belt,2,88,44.0,2.0,8.33
Spring,Arkansas,Blouse,2,166,83.0,2.0,8.33
Spring,Arkansas,Coat,2,85,42.5,2.0,8.33
Spring,Arkansas,Jewelry,2,53,26.5,2.0,8.33
Spring,Arkansas,Sandals,2,108,54.0,2.0,8.33
Spring,Arkansas,Handbag,1,56,56.0,3.0,4.17
Spring,Arkansas,Hoodie,1,53,53.0,3.0,4.17
Spring,Arkansas,Jacket,1,22,22.0,3.0,4.17
Spring,Arkansas,Pants,1,99,99.0,3.0,4.17
Spring,Arkansas,Shirt,1,24,24.0,3.0,4.17
Spring,Arkansas,Skirt,1,25,25.0,3.0,4.17
Spring,Arkansas,Sunglasses,1,86,86.0,3.0,4.17
Spring,Arkansas,T-shirt,1,68,68.0,3.0,4.17
Spring,California,Handbag,2,180,90.0,1.0,8.7
Spring,California,Sandals,2,116,58.0,1.0,8.7
Spring,California,Scarf,2,128,64.0,1.0,8.7
Spring,California,Shirt,2,106,53.0,1.0,8.7
Spring,California,Shorts,2,128,64.0,1.0,8.7
Spring,California,Skirt,2,83,41.5,1.0,8.7
Spring,California,Sneakers,2,146,73.0,1.0,8.7
Spring,California,Backpack,1,22,22.0,2.0,4.35
Spring,California,Boots,1,62,62.0,2.0,4.35
Spring,California,Gloves,1,40,40.0,2.0,4.35
Spring,California,Hoodie,1,88,88.0,2.0,4.35
Spring,California,Jeans,1,75,75.0,2.0,4.35
Spring,California,Pants,1,44,44.0,2.0,4.35
Spring,California,Sunglasses,1,77,77.0,2.0,4.35
Spring,California,Sweater,1,60,60.0,2.0,4.35
Spring,California,T-shirt,1,45,45.0,2.0,4.35
Spring,Colorado,Handbag,3,164,54.666666666666664,1.0,13.64
Spring,Colorado,Jacket,3,122,40.666666666666664,1.0,13.64
Spring,Colorado,Sneakers,3,163,54.333333333333336,1.0,13.64
Spring,Colorado,Hoodie,2,122,61.0,2.0,9.09
Spring,Colorado,Backpack,1,49,49.0,3.0,4.55
Spring,Colorado,Belt,1,44,44.0,3.0,4.55
Spring,Colorado,Blouse,1,84,84.0,3.0,4.55
Spring,Colorado,Dress,1,58,58.0,3.0,4.55
Spring,Colorado,Hat,1,41,41.0,3.0,4.55
Spring,Colorado,Pants,1,90,90.0,3.0,4.55
Spring,Colorado,Scarf,1,90,90.0,3.0,4.55
Spring,Colorado,Shirt,1,97,97.0,3.0,4.55
Spring,Colorado,Shoes,1,40,40.0,3.0,4.55
Spring,Colorado,Skirt,1,33,33.0,3.0,4.55
Spring,Colorado,Sweater,1,54,54.0,3.0,4.55
Spring,Connecticut,Handbag,3,168,56.0,1.0,14.29
Spring,Connecticut,Sandals,3,78,26.0,1.0,14.29
Spring,Connecticut,Scarf,3,244,81.33333333333333,1.0,14.29
Spring,Connecticut,Shorts,3,200,66.66666666666667,1.0,14.29
Spring,Connecticut,Backpack,1,95,95.0,2.0,4.76
Spring,Connecticut,Blouse,1,84,84.0,2.0,4.76
Spring,Connecticut,Boots,1,94,94.0,2.0,4.76
Spring,Connecticut,Coat,1,84,84.0,2.0,4.76
Spring,Connecticut,Hat,1,22,22.0,2.0,4.76
Spring,Connecticut,Hoodie,1,76,76.0,2.0,4.76
Spring,Connecticut,Jewelry,1,95,95.0,2.0,4.76
Spring,Connecticut,Shoes,1,90,90.0,2.0,4.76
Spring,Connecticut,Skirt,1,78,78.0,2.0,4.76
Spring,Delaware,Blouse,3,96,32.0,1.0,13.64
Spring,Delaware,Boots,2,89,44.5,2.0,9.09
Spring,Delaware,Gloves,2,98,49.0,2.0,9.09
Spring,Delaware,Jeans,2,136,68.0,2.0,9.09
Spring,Delaware,Pants,2,163,81.5,2.0,9.09
Spring,Delaware,Scarf,2,76,38.0,2.0,9.09
Spring,Delaware,Belt,1,20,20.0,3.0,4.55
Spring,Delaware,Handbag,1,65,65.0,3.0,4.55
Spring,Delaware,Jewelry,1,28,28.0,3.0,4.55
Spring,Delaware,Sandals,1,40,40.0,3.0,4.55
Spring,Delaware,Shirt,1,53,53.0,3.0,4.55
Spring,Delaware,Shorts,1,45,45.0,3.0,4.55
Spring,Delaware,Socks,1,100,100.0,3.0,4.55
Spring,Delaware,Sweater,1,27,27.0,3.0,4.55
Spring,Delaware,T-shirt,1,93,93.0,3.0,4.55
Spring,Florida,Boots,2,103,51.5,1.0,15.38
Spring,Florida,Gloves,2,105,52.5,1.0,15.38
Spring,Florida,Belt,1,94,94.0,2.0,7.69
Spring,Florida,Coat,1,24,24.0,2.0,7.69
Spring,Florida,Dress,1,60,60.0,2.0,7.69
Spring,Florida,Jeans,1,96,96.0,2.0,7.69
Spring,Florida,Pants,1,66,66.0,2.0,7.69
Spring,Florida,Shoes,1,26,26.0,2.0,7.69
Spring,Florida,Skirt,1,48,48.0,2.0,7.69
Spring,Florida,Sneakers,1,56,56.0,2.0,7.69
Spring,Florida,T-shirt,1,20,20.0,2.0,7.69
Spring,Georgia,Blouse,3,191,63.666666666666664,1.0,15.0
Spring,Georgia,Backpack,2,78,39.0,2.0,10.0
Spring,Georgia,Dress,2,152,76.0,2.0,10.0
Spring,Georgia,Shoes,2,136,68.0,2.0,10.0
Spring,Georgia,Gloves,1,62,62.0,3.0,5.0
Spring,Georgia,Handbag,1,92,92.0,3.0,5.0
Spring,Georgia,Hat,1,70,70.0,3.0,5.0
Spring,Georgia,Jewelry,1,42,42.0,3.0,5.0
Spring,Georgia,Pants,1,28,28.0,3.0,5.0
Spring,Georgia,Sandals,1,55,55.0,3.0,5.0
Spring,Georgia,Scarf,1,25,25.0,3.0,5.0
Spring,Georgia,Shirt,1,27,27.0,3.0,5.0
Spring,Georgia,Shorts,1,33,33.0,3.0,5.0
Spring,Georgia,Socks,1,63,63.0,3.0,5.0
Spring,Georgia,Sweater,1,26,26.0,3.0,5.0
Spring,Hawaii,Belt,2,96,48.0,1.0,14.29
Spring,Hawaii,Pants,2,162,81.0,1.0,14.29
Spring,Hawaii,Sweater,2,148,74.0,1.0,14.29
Spring,Hawaii,Blouse,1,95,95.0,2.0,7.14
Spring,Hawaii,Dress,1,42,42.0,2.0,7.14
Spring,Hawaii,Handbag,1,42,42.0,2.0,7.14
Spring,Hawaii,Jacket,1,92,92.0,2.0,7.14
Spring,Hawaii,Jeans,1,76,76.0,2.0,7.14
Spring,Hawaii,Shirt,1,34,34.0,2.0,7.14
Spring,Hawaii,Sneakers,1,33,33.0,2.0,7.14
Spring,Hawaii,Sunglasses,1,57,57.0,2.0,7.14
Spring,Idaho,Shorts,3,241,80.33333333333333,1.0,11.54
Spring,Idaho,Blouse,2,160,80.0,2.0,7.69
Spring,Idaho,Gloves,2,92,46.0,2.0,7.69
Spring,Idaho,Hoodie,2,158,79.0,2.0,7.69
Spring,Idaho,Jeans,2,98,49.0,2.0,7.69
Spring,Idaho,Sweater,2,62,31.0,2.0,7.69
Spring,Idaho,T-shirt,2,120,60.0,2.0,7.69
Spring,Idaho,Backpack,1,50,50.0,3.0,3.85
Spring,Idaho,Belt,1,30,30.0,3.0,3.85
Spring,Idaho,Coat,1,28,28.0,3.0,3.85
Spring,Idaho,Dress,1,69,69.0,3.0,3.85
Spring,Idaho,Handbag,1,98,98.0,3.0,3.85
Spring,Idaho,Hat,1,25,25.0,3.0,3.85
Spring,Idaho,Jewelry,1,80,80.0,3.0,3.85
Spring,Idaho,Scarf,1,37,37.0,3.0,3.85
Spring,Idaho,Skirt,1,47,47.0,3.0,3.85
Spring,Idaho,Sneakers,1,73,73.0,3.0,3.85
Spring,Idaho,Socks,1,57,57.0,3.0,3.85
Spring,Illinois,Shirt,5,300,60.0,1.0,20.0
Spring,Illinois,Sweater,3,252,84.0,2.0,12.0
Spring,Illinois,Boots,2,145,72.5,3.0,8.0
Spring,Illinois,Scarf,2,149,74.5,3.0,8.0
Spring,Illinois,Backpack,1,95,95.0,4.0,4.0
Spring,Illinois,Belt,1,28,28.0,4.0,4.0
Spring,Illinois,Blouse,1,37,37.0,4.0,4.0
Spring,Illinois,Hat,1,80,80.0,4.0,4.0
Spring,Illinois,Hoodie,1,28,28.0,4.0,4.0
Spring,Illinois,Jacket,1,89,89.0,4.0,4.0
Spring,Illinois,Jeans,1,34,34.0,4.0,4.0
Spring,Illinois,Jewelry,1,42,42.0,4.0,4.0
Spring,Illinois,Pants,1,84,84.0,4.0,4.0
Spring,Illinois,Sandals,1,51,51.0,4.0,4.0
Spring,Illinois,Shorts,1,62,62.0,4.0,4.0
Spring,Illinois,Skirt,1,62,62.0,4.0,4.0
Spring,Illinois,Socks,1,82,82.0,4.0,4.0
Spring,Indiana,Belt,2,122,61.0,1.0,8.7
Spring,Indiana,Gloves,2,116,58.0,1.0,8.7
Spring,Indiana,Hat,2,113,56.5,1.0,8.7
Spring,Indiana,Jacket,2,155,77.5,1.0,8.7
Spring,Indiana,Sandals,2,128,64.0,1.0,8.7
Spring,Indiana,Scarf,2,101,50.5,1.0,8.7
Spring,Indiana,Shoes,2,177,88.5,1.0,8.7
Spring,Indiana,Socks,2,184,92.0,1.0,8.7
Spring,Indiana,Blouse,1,42,42.0,2.0,4.35
Spring,Indiana,Boots,1,54,54.0,2.0,4.35
Spring,Indiana,Coat,1,48,48.0,2.0,4.35
Spring,Indiana,Shirt,1,59,59.0,2.0,4.35
Spring,Indiana,Shorts,1,86,86.0,2.0,4.35
Spring,Indiana,Skirt,1,36,36.0,2.0,4.35
Spring,Indiana,T-shirt,1,35,35.0,2.0,4.35
Spring,Iowa,Sweater,3,195,65.0,1.0,21.43
Spring,Iowa,Backpack,2,102,51.0,2.0,14.29
Spring,Iowa,Boots,1,78,78.0,3.0,7.14
Spring,Iowa,Coat,1,37,37.0,3.0,7.14
Spring,Iowa,Dress,1,95,95.0,3.0,7.14
Spring,Iowa,Hat,1,98,98.0,3.0,7.14
Spring,Iowa,Jacket,1,47,47.0,3.0,7.14
Spring,Iowa,Jewelry,1,93,93.0,3.0,7.14
Spring,Iowa,Sandals,1,41,41.0,3.0,7.14
Spring,Iowa,Shoes,1,63,63.0,3.0,7.14
Spring,Iowa,Skirt,1,21,21.0,3.0,7.14
Spring,Kansas,Blouse,3,132,44.0,1.0,15.0
Spring,Kansas,Coat,2,146,73.0,2.0,10.0
Spring,Kansas,Hat,2,106,53.0,2.0,10.0
Spring,Kansas,Sandals,2,135,67.5,2.0,10.0
Spring,Kansas,Shirt,2,111,55.5,2.0,10.0
Spring,Kansas,Backpack,1,20,20.0,3.0,5.0
Spring,Kansas,Belt,1,81,81.0,3.0,5.0
Spring,Kansas,Dress,1,40,40.0,3.0,5.0
Spring,Kansas,Jacket,1,21,21.0,3.0,5.0
Spring,Kansas,Scarf,1,34,34.0,3.0,5.0
Spring,Kansas,Shorts,1,37,37.0,3.0,5.0
Spring,Kansas,Sneakers,1,55,55.0,3.0,5.0
Spring,Kansas,Socks,1,94,94.0,3.0,5.0
Spring,Kansas,T-shirt,1,21,21.0,3.0,5.0
Spring,Kentucky,Sweater,4,284,71.0,1.0,16.0
Spring,Kentucky,Coat,3,141,47.0,2.0,12.0
Spring,Kentucky,Handbag,3,201,67.0,2.0,12.0
Spring,Kentucky,Boots,2,138,69.0,3.0,8.0
Spring,Kentucky,Jewelry,2,89,44.5,3.0,8.0
Spring,Kentucky,Pants,2,73,36.5,3.0,8.0
Spring,Kentucky,Backpack,1,77,77.0,4.0,4.0
Spring,Kentucky,Belt,1,20,20.0,4.0,4.0
Spring,Kentucky,Blouse,1,84,84.0,4.0,4.0
Spring,Kentucky,Dress,1,55,55.0,4.0,4.0
Spring,Kentucky,Gloves,1,49,49.0,4.0,4.0
